"MasterCatalogName","CatalogName","ProductCode","IsActive","CategoryCodes","ProductName","Price","SalePrice","MSRP","MAP","MAPEffectiveStartDate","MAPEffectiveEndDate","ProductShortDescription","ContentFullProductDescription","SEOMetaTagTitle","SEOMetaTagDescription","SEOMetaTagKeywords","SEOFriendlyURL"
"Mystic Outdoors Master","Mystic Outdoors","SleepPad_012","Yes","SleepingFoundation","X-Lite Inflatable Pad","80.00","","","","","","The NEMO Cosmo™ Air Lite Sleeping Pad blends featherlight fabric with a built-in foot pump for easy inflation and 3 in. of plush comfort for restful nights on summertime backpacking trips.","<ul><li>Pad features 3 in. baffled air chambers that evenly distribute weight; horizontal baffles create a flat sleeping surface and eliminate any bouncy feel
</li><li>Give your lungs a break and use the built-in foot pump at the end of the pad to inflate the pad quickly and easily
</li><li>Pillow baffle at the head end is oversize to provide extra loft under your head and prevents your camp pillow from sliding off the end of the pad
</li><li>Featherlight 20-denier polyester fabric is airtight and engineered to hold strong welds while shaving serious weight
<br></li></ul>","","The NEMO Cosmo™ Air Lite Sleeping Pad blends featherlight fabric with a built-in foot pump for easy inflation and 3 in. of plush comfort for restful nights on summertime backpacking trips.","","cosmo-aire-lite"
"Mystic Outdoors Master","Mystic Pro Outdoor","SleepPad_011","Yes","","Green Ridge Air Sleeping Pad Mummy","80.00","","","","","","Superlight and Ultra-compact warm weather pads","<ul><li>I-Beam construction eliminates welded seams to reduce cold spots and ensures quick inflation/ deflation, consistent air flow and stability
</li><li>Durable and lightweight polyurethane material
</li><li>Ergonomic ""V"" shaped air chamber design conforms to your body
</li><li>Each pad individually inflated and tested
<br></li></ul>","","Superlight and Ultra-compact warm weather pads","","green-ridge-air-sleeping-pad-mummy"
"Mystic Outdoors Master","Mystic Outdoors","SleepPad_011","Yes","SleepingFoundation","Green Ridge Air Sleeping Pad Mummy","80.00","","","","","","Superlight and Ultra-compact warm weather pads","<ul><li>I-Beam construction eliminates welded seams to reduce cold spots and ensures quick inflation/ deflation, consistent air flow and stability
</li><li>Durable and lightweight polyurethane material
</li><li>Ergonomic ""V"" shaped air chamber design conforms to your body
</li><li>Each pad individually inflated and tested
<br></li></ul>","","Superlight and Ultra-compact warm weather pads","","green-ridge-air-sleeping-pad-mummy"
"Mystic Outdoors Master","Mystic Pro Outdoor","WaterProd0003","Yes","","Platypus Big Zip LP Reservoir - 3 Liters","36.95","","","","","","<span style=""color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;"">Stay hydrated on the trail or during a long bike ride with the simple, secure Big Zip LP 3-Liter Reservoir from Platypus. Its streamlined design slides easily into your pack for on-the-go sipping.</span>","<ul class=""product-item-details"" data-ui=""product-information-detail-features"" style=""box-sizing: border-box; margin-top: 0px; margin-bottom: 1.2rem; padding-left: 15px; color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;""><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Wide-mouth opening with Slidelock™ closure is easy to fill and locks securely</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Low-profile design rides flat in your pack</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">BPA-free polyethylene with silver-ion antimicrobial finish offers clean, taste-free drinking</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Quick-release hose and shutoff valve make drinking and refilling easy</li></ul><p data-ui=""product-information-detail-origin"" style=""box-sizing: border-box; margin: 0px 0px 1.2rem; color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;"">Made in USA.</p>","","Wide-mouth opening with Slidelock™ closure is easy to fill and locks securelyLow-profile design rides flat in your packBPA-free polyethylene with silver-ion antimicrobial finish offers clean, taste-free drinkingQuick-release hose and shutoff valve make drinking and refilling easyMade in USA.","","platypus-big-zip-lp-reservoir-3-liters"
"Mystic Outdoors Master","Mystic Outdoors","WaterProd0003","Yes","","Platypus Big Zip LP Reservoir - 3 Liters","36.95","","","","","","<span style=""color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;"">Stay hydrated on the trail or during a long bike ride with the simple, secure Big Zip LP 3-Liter Reservoir from Platypus. Its streamlined design slides easily into your pack for on-the-go sipping.</span>","<ul class=""product-item-details"" data-ui=""product-information-detail-features"" style=""box-sizing: border-box; margin-top: 0px; margin-bottom: 1.2rem; padding-left: 15px; color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;""><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Wide-mouth opening with Slidelock™ closure is easy to fill and locks securely</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Low-profile design rides flat in your pack</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">BPA-free polyethylene with silver-ion antimicrobial finish offers clean, taste-free drinking</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Quick-release hose and shutoff valve make drinking and refilling easy</li></ul><p data-ui=""product-information-detail-origin"" style=""box-sizing: border-box; margin: 0px 0px 1.2rem; color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;"">Made in USA.</p>","","Wide-mouth opening with Slidelock™ closure is easy to fill and locks securelyLow-profile design rides flat in your packBPA-free polyethylene with silver-ion antimicrobial finish offers clean, taste-free drinkingQuick-release hose and shutoff valve make drinking and refilling easyMade in USA.","","platypus-big-zip-lp-reservoir-3-liters"
"Mystic Outdoors Master","Mystic Pro Outdoor","WaterProd0001","Yes","","Platypus GravityWorks Water Filter System - 4 Liter","199.95","","","","","","<span style=""color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;"">Keep a supply of drinking water right in your campsite. The Platypus GravityWorks™ water filter delivers 4 liters of potable water in just 2.5 minutes without requiring a single pump stroke.</span>","<ul class=""product-item-details"" data-ui=""product-information-detail-features"" style=""box-sizing: border-box; margin-top: 0px; margin-bottom: 1.2rem; padding-left: 15px; color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;""><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">GravityWorks filter combines the speed and utility of the original Platypus CleanStream™ gravity filter with less weight and improved durability</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">System includes two 4-liter reservoirs, 1 for unfiltered water and 1 for clean water; reservoirs have hang loops for easy in-camp use</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">To use, simply fill the unfiltered-water reservoir with water and hang it above the clean-water reservoir to let gravity carry water through the filter</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Hollow-fiber filter technology offers a high flow rate of 1.75 liters per minute—that's 4 liters in 2.5 minutes!</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Filter physically removes particles, protozoa and bacteria down to 0.2 microns in size, including giardia, salmonella, cryptosporidia and more</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Unfiltered-water reservoir features a quick-disconnect valve that automatically shuts off the flow of water when the hose is disconnected</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Shutoff hose clamp on the clean water hose allows on-demand water control for filling bottles; clamp also shuts off the system when not in use</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Clean the system by simply holding the clean reservoir above the unfiltered reservoir to backflush the filter</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Reservoirs feature SlimeGuard™ antimicrobial treatment for taste-free performance</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Platypus GravityWorks™ water filter system is compatible with Platypus Bottles, Water Tanks™ and Big Zip SL™ reservoirs, all sold separately</li></ul><p data-ui=""product-information-detail-origin"" style=""box-sizing: border-box; margin: 0px 0px 1.2rem; color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;"">Made in USA.</p>","","GravityWorks filter combines the speed and utility of the original Platypus CleanStream™ gravity filter with less weight and improved durabilitySystem includes two 4-liter reservoirs, 1 for unfiltered water and 1 for clean water; reservoirs have hang loops for easy in-camp useTo use, simply fill the unfiltered-water reservoir with water and hang it above the clean-water reservoir to let gravity carry water through the filterHollow-fiber filter technology offers a high flow rate of 1.75 liters per minute—that's 4 liters in 2.5 minutes!Filter physically removes particles, protozoa and bacteria down to 0.2 microns in size, including giardia, salmonella, cryptosporidia and moreUnfiltered-water reservoir features a quick-disconnect valve that automatically shuts off the flow of water when the hose is disconnectedShutoff hose clamp on the clean water hose allows on-demand water control for filling bottles; clamp also shuts off the system when not in useClean the system by simply holding the clean reservoir above the unfiltered reservoir to backflush the filterReservoirs feature SlimeGuard™ antimicrobial treatment for taste-free performancePlatypus GravityWorks™ water filter system is compatible with Platypus Bottles, Water Tanks™ and Big Zip SL™ reservoirs, all sold separatelyMade in USA.","","platypus-gravityworks-water-filter-system-4-liter"
"Mystic Outdoors Master","Mystic Outdoors","WaterProd0001","Yes","","Platypus GravityWorks Water Filter System - 4 Liter","199.95","","","","","","<span style=""color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;"">Keep a supply of drinking water right in your campsite. The Platypus GravityWorks™ water filter delivers 4 liters of potable water in just 2.5 minutes without requiring a single pump stroke.</span>","<ul class=""product-item-details"" data-ui=""product-information-detail-features"" style=""box-sizing: border-box; margin-top: 0px; margin-bottom: 1.2rem; padding-left: 15px; color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;""><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">GravityWorks filter combines the speed and utility of the original Platypus CleanStream™ gravity filter with less weight and improved durability</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">System includes two 4-liter reservoirs, 1 for unfiltered water and 1 for clean water; reservoirs have hang loops for easy in-camp use</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">To use, simply fill the unfiltered-water reservoir with water and hang it above the clean-water reservoir to let gravity carry water through the filter</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Hollow-fiber filter technology offers a high flow rate of 1.75 liters per minute—that's 4 liters in 2.5 minutes!</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Filter physically removes particles, protozoa and bacteria down to 0.2 microns in size, including giardia, salmonella, cryptosporidia and more</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Unfiltered-water reservoir features a quick-disconnect valve that automatically shuts off the flow of water when the hose is disconnected</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Shutoff hose clamp on the clean water hose allows on-demand water control for filling bottles; clamp also shuts off the system when not in use</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Clean the system by simply holding the clean reservoir above the unfiltered reservoir to backflush the filter</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Reservoirs feature SlimeGuard™ antimicrobial treatment for taste-free performance</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Platypus GravityWorks™ water filter system is compatible with Platypus Bottles, Water Tanks™ and Big Zip SL™ reservoirs, all sold separately</li></ul><p data-ui=""product-information-detail-origin"" style=""box-sizing: border-box; margin: 0px 0px 1.2rem; color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;"">Made in USA.</p>","","GravityWorks filter combines the speed and utility of the original Platypus CleanStream™ gravity filter with less weight and improved durabilitySystem includes two 4-liter reservoirs, 1 for unfiltered water and 1 for clean water; reservoirs have hang loops for easy in-camp useTo use, simply fill the unfiltered-water reservoir with water and hang it above the clean-water reservoir to let gravity carry water through the filterHollow-fiber filter technology offers a high flow rate of 1.75 liters per minute—that's 4 liters in 2.5 minutes!Filter physically removes particles, protozoa and bacteria down to 0.2 microns in size, including giardia, salmonella, cryptosporidia and moreUnfiltered-water reservoir features a quick-disconnect valve that automatically shuts off the flow of water when the hose is disconnectedShutoff hose clamp on the clean water hose allows on-demand water control for filling bottles; clamp also shuts off the system when not in useClean the system by simply holding the clean reservoir above the unfiltered reservoir to backflush the filterReservoirs feature SlimeGuard™ antimicrobial treatment for taste-free performancePlatypus GravityWorks™ water filter system is compatible with Platypus Bottles, Water Tanks™ and Big Zip SL™ reservoirs, all sold separatelyMade in USA.","","platypus-gravityworks-water-filter-system-4-liter"
"Mystic Outdoors Master","Mystic Pro Outdoor","Watch_Sport0004","Yes","","Suunto Traverse GPS Multifunction Watch","469.00","","","","","","<span style=""color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;"">The Suunto Traverse is a GPS and Glonass watch designed for hikers and trekkers who want to explore new terrain and value simplicity.</span><br>","<ul class=""product-item-details"" data-ui=""product-information-detail-features"" style=""box-sizing: border-box; margin-top: 0px; margin-bottom: 1.2rem; padding-left: 15px; color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;""><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Up to 100 hours battery life with GPS recording on</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Altimeter; barometer; compass</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Free topographic maps in Suunto Movescount app show trails and detailed elevation information</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Breadcrumb of the track is always visible—no need to separately activate track-back feature</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Location or point-of-interest can be stored anytime with 1-button press from any view</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Flashlight / backlight automatically boosted to full power</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Vibration alerts when it's too noisy to hear alarm sound</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Tracks steps and calories</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Mobile notifications</li></ul><p data-ui=""product-information-detail-origin"" style=""box-sizing: border-box; margin: 0px 0px 1.2rem; color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;"">Imported.</p>","","Up to 100 hours battery life with GPS recording onAltimeter; barometer; compassFree topographic maps in Suunto Movescount app show trails and detailed elevation informationBreadcrumb of the track is always visible—no need to separately activate track-back featureLocation or point-of-interest can be stored anytime with 1-button press from any viewFlashlight / backlight automatically boosted to full powerVibration alerts when it's too noisy to hear alarm soundTracks steps and caloriesMobile notificationsImported.","","suunto-traverse-gps-multifunction-watch"
"Mystic Outdoors Master","Mystic Outdoors","Watch_Sport0004","Yes","","Suunto Traverse GPS Multifunction Watch","469.00","","","","","","<span style=""color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;"">The Suunto Traverse is a GPS and Glonass watch designed for hikers and trekkers who want to explore new terrain and value simplicity.</span><br>","<ul class=""product-item-details"" data-ui=""product-information-detail-features"" style=""box-sizing: border-box; margin-top: 0px; margin-bottom: 1.2rem; padding-left: 15px; color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;""><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Up to 100 hours battery life with GPS recording on</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Altimeter; barometer; compass</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Free topographic maps in Suunto Movescount app show trails and detailed elevation information</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Breadcrumb of the track is always visible—no need to separately activate track-back feature</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Location or point-of-interest can be stored anytime with 1-button press from any view</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Flashlight / backlight automatically boosted to full power</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Vibration alerts when it's too noisy to hear alarm sound</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Tracks steps and calories</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Mobile notifications</li></ul><p data-ui=""product-information-detail-origin"" style=""box-sizing: border-box; margin: 0px 0px 1.2rem; color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;"">Imported.</p>","","Up to 100 hours battery life with GPS recording onAltimeter; barometer; compassFree topographic maps in Suunto Movescount app show trails and detailed elevation informationBreadcrumb of the track is always visible—no need to separately activate track-back featureLocation or point-of-interest can be stored anytime with 1-button press from any viewFlashlight / backlight automatically boosted to full powerVibration alerts when it's too noisy to hear alarm soundTracks steps and caloriesMobile notificationsImported.","","suunto-traverse-gps-multifunction-watch"
"Mystic Outdoors Master","Mystic Pro Outdoor","Watch_Sport0003","Yes","","Suunto Spartan Trainer Wrist HR GPS Watch","279.95","","","","","","<span style=""color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;"">Part of being an athlete is pushing your limits. With GPS and wrist-based heart rate tracking, the Suunto Spartan Trainer Wrist HR helps you do just that—on the trails, the water or at the gym.</span>","<ul class=""product-item-details"" data-ui=""product-information-detail-features"" style=""box-sizing: border-box; margin-top: 0px; margin-bottom: 1.2rem; padding-left: 15px; color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;""><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Wrist-based heart rate measurement offers convenience both in daily activity tracking and during sport activities, without the need for a pesky chest strap</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Ready for all your sports: swimming, running, cycling, gym, hiking and more</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">GPS tracking with speed, pace and distance; GPS altitude measures ascent and descent values during workout</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Battery life up to 10 hrs. in training mode; power save mode with good GPS accuracy extends battery life up to 30 hrs.</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Compact size is optimal for multisport training, race day and daily wear</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Find your way back with bread crumb view of traveled route</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">24/7 tracking of your daily steps, calories and sleep; monitor your daily resting heart rate to help know if you are stressed or overtraining</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Get incoming calls, text and calendar notifications to your watch</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">50m water resistance makes this a great choice for indoor or outdoor use, including in the pool or open water&nbsp;</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Personalize your watch with customizable watch faces</li></ul><p data-ui=""product-information-detail-origin"" style=""box-sizing: border-box; margin: 0px 0px 1.2rem; color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;"">Imported.</p>","","Wrist-based heart rate measurement offers convenience both in daily activity tracking and during sport activities, without the need for a pesky chest strapReady for all your sports: swimming, running, cycling, gym, hiking and moreGPS tracking with speed, pace and distance; GPS altitude measures ascent and descent values during workoutBattery life up to 10 hrs. in training mode; power save mode with good GPS accuracy extends battery life up to 30 hrs.Compact size is optimal for multisport training, race day and daily wearFind your way back with bread crumb view of traveled route24/7 tracking of your daily steps, calories and sleep; monitor your daily resting heart rate to help know if you are stressed or overtrainingGet incoming calls, text and calendar notifications to your watch50m water resistance makes this a great choice for indoor or outdoor use, including in the pool or open water Personalize your watch with customizable watch facesImported.","","suunto-spartan-trainer-wrist-hr-gps-watch"
"Mystic Outdoors Master","Mystic Outdoors","Watch_Sport0003","Yes","","Suunto Spartan Trainer Wrist HR GPS Watch","279.95","","","","","","<span style=""color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;"">Part of being an athlete is pushing your limits. With GPS and wrist-based heart rate tracking, the Suunto Spartan Trainer Wrist HR helps you do just that—on the trails, the water or at the gym.</span>","<ul class=""product-item-details"" data-ui=""product-information-detail-features"" style=""box-sizing: border-box; margin-top: 0px; margin-bottom: 1.2rem; padding-left: 15px; color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;""><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Wrist-based heart rate measurement offers convenience both in daily activity tracking and during sport activities, without the need for a pesky chest strap</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Ready for all your sports: swimming, running, cycling, gym, hiking and more</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">GPS tracking with speed, pace and distance; GPS altitude measures ascent and descent values during workout</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Battery life up to 10 hrs. in training mode; power save mode with good GPS accuracy extends battery life up to 30 hrs.</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Compact size is optimal for multisport training, race day and daily wear</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Find your way back with bread crumb view of traveled route</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">24/7 tracking of your daily steps, calories and sleep; monitor your daily resting heart rate to help know if you are stressed or overtraining</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Get incoming calls, text and calendar notifications to your watch</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">50m water resistance makes this a great choice for indoor or outdoor use, including in the pool or open water&nbsp;</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Personalize your watch with customizable watch faces</li></ul><p data-ui=""product-information-detail-origin"" style=""box-sizing: border-box; margin: 0px 0px 1.2rem; color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;"">Imported.</p>","","Wrist-based heart rate measurement offers convenience both in daily activity tracking and during sport activities, without the need for a pesky chest strapReady for all your sports: swimming, running, cycling, gym, hiking and moreGPS tracking with speed, pace and distance; GPS altitude measures ascent and descent values during workoutBattery life up to 10 hrs. in training mode; power save mode with good GPS accuracy extends battery life up to 30 hrs.Compact size is optimal for multisport training, race day and daily wearFind your way back with bread crumb view of traveled route24/7 tracking of your daily steps, calories and sleep; monitor your daily resting heart rate to help know if you are stressed or overtrainingGet incoming calls, text and calendar notifications to your watch50m water resistance makes this a great choice for indoor or outdoor use, including in the pool or open water Personalize your watch with customizable watch facesImported.","","suunto-spartan-trainer-wrist-hr-gps-watch"
"Mystic Outdoors Master","Mystic Pro Outdoor","Sock_012","Yes","","PhD Run Ultra Light Micro Socks","15.95","","","","","","One of Smartwool's best fitting, most advanced run socks, PhD Run Ultra Light Micro Socks feature strategic cushioning and mesh zones for running comfort.","•	Cushioning in the ball and heel of the foot for ultimate shock absorption with minimal in-shoe volume&nbsp;<div>•	Two elastics for greater stretch and recovery&nbsp;</div><div>•	ReliaWool technology in high impact areas provides long-lasting protection&nbsp;</div><div>•	Mesh ventilation zones provide optimum temperature regulation and moisture management&nbsp;</div><div>•	Virtually seamless toe&nbsp;</div><div>•	200 needle construction provides high-density cushioning while maintaining light weight
</div>","","•	Cushioning in the ball and heel of the foot for ultimate shock absorption with minimal in-shoe volume •	Two elastics for greater stretch and recovery •	ReliaWool technology in high impact areas provides long-lasting protection •	Mesh ventilation zones provide optimum temperature regulation and moisture management •	Virtually seamless toe •	200 needle construction provides high-density cushioning while maintaining light weight","","phd-run-ultra-light-micro-socks"
"Mystic Outdoors Master","Mystic Outdoors","Sock_012","Yes","ClothesShoes","PhD Run Ultra Light Micro Socks","15.95","","","","","","One of Smartwool's best fitting, most advanced run socks, PhD Run Ultra Light Micro Socks feature strategic cushioning and mesh zones for running comfort.","•	Cushioning in the ball and heel of the foot for ultimate shock absorption with minimal in-shoe volume&nbsp;<div>•	Two elastics for greater stretch and recovery&nbsp;</div><div>•	ReliaWool technology in high impact areas provides long-lasting protection&nbsp;</div><div>•	Mesh ventilation zones provide optimum temperature regulation and moisture management&nbsp;</div><div>•	Virtually seamless toe&nbsp;</div><div>•	200 needle construction provides high-density cushioning while maintaining light weight
</div>","","•	Cushioning in the ball and heel of the foot for ultimate shock absorption with minimal in-shoe volume •	Two elastics for greater stretch and recovery •	ReliaWool technology in high impact areas provides long-lasting protection •	Mesh ventilation zones provide optimum temperature regulation and moisture management •	Virtually seamless toe •	200 needle construction provides high-density cushioning while maintaining light weight","","phd-run-ultra-light-micro-socks"
"Mystic Outdoors Master","Mystic Pro Outdoor","Tent_025","Yes","","Chimney Creek 6 mtnGLO","600.00","","","","","","Winner of Backpacker magazine's 2015 Editors' Choice Award for its built-in LED lighting, the 4-person Chimney Creek 4 mtnGLO Tent features ample living space, comfort and convenience","<ul><li>mtnGLO™ Tent Lighting Technology features LED lights integrated into the tent body, so you can experience ambient light in your shelter with the click of a button&nbsp;</li><li>LED light strands are durable and flexible enough to withstand repeated tent pitching and stuffing&nbsp;</li><li>LEDs illuminate the interior of your tent with 90+ hrs. of hands-free light; sort gear, read, eat and play cards without blinding your friends with a headlamp&nbsp;</li><li>2 simple push-button controllers have 3 settings: on, off and 50% brightness; each controller requires 3 AAA batteries (sold separately)&nbsp;</li><li>Lightweight aluminum pole system with Pressfit connectors; plastic clips and sleeves attach tent body to pole frame; color-coded webbing and buckles make setup easy&nbsp;</li><li>2 doors and 2 vestibules with stormflaps on vestibule zippers; Quick Stash on tent body doors make stowing unzipped doors easy&nbsp;</li><li>Media pockets located above the sleeping area let you route earbud cords cleanly from phones or other devices; 12 interior mesh pockets keep small items organized&nbsp;</li><li>Gear loft loops are compatible with the Big Agnes Entertainment Center and PowerCase mtnGLO gear lofts (sold separately)
All seams are taped with waterproof, solvent-free polyurethane tape (no PVC or VOCs)&nbsp;</li><li>Reflective guylines and webbing on tent corners&nbsp;</li><li>Briefcase-style carry bag with shoulder straps and organizational pockets; 18 lightweight aluminum hook stakes<br></li></ul>","","","","chimney-creek-6-mtnglo"
